word,moe_level
stumble,5
stump,5
stun,5
stunning,5
stunt,5
sturdy,5
stutter,5
style,5
stylish,5
stylistic,5
sub,5
subjective,5
submerge,5
submersion,5
submit,5
subordinate,5
subscribe,5
subscription,5
subsidize,5
substantial,5
substantially,5
substitute,5
substitution,5
subtle,5
subtlety,5
suburban,5
succession,5
suite,5
sulfur,5
summon,5
sunshine,5
superficial,5
superintendent,5
superpower,5
supersonic,5
superstition,5
supervise,5
supplementary,5
supplier,5
supportive,5
suppress,5
surge,5
surgical,5
surpass,5
surplus,5
surveillance,5
susceptible,5
suspense,5
sustain,5
sustainable,5
swamp,5
swap,5
swarm,5
sway,5
swollen,5
syllabus,5
symbol,5
symbolic,5
symbolical,5
symbolism,5
symmetrical,5
symmetry,5
symposium,5
syndicate,5
syndrome,5
synonym,5
synonymous,5
syntactic,5
syntax,5
synthesis,5
synthetic,5
tablespoon,5
tableware,5
tabloid,5
taboo,5
tackle,5
taco,5
tact,5
tactic,5
tactical,5
tactics,5
tailor-made,5
takeaway,5
takeout,5
takeover,5
tally,5
tan,5
tangle,5
tango,5
tanker,5
tar,5
tardy,5
tariff,5
tart,5
tasteful,5
tasteless,5
tattoo,5
taunt,5
tavern,5
tax-free,5
taxation,5
taxpayer,5
tb,5
teammate,5
teamwork,5
teaspoon,5
telecommunication,5
temperament,5
tempest,5
tempt,5
temptation,5
tentative,5
terminate,5
termination,5
terminology,5
termite,5
terrace,5
terrain,5
terrestrial,5
territorial,5
terrorism,5
terrorist,5
tertiary,5
testament,5
testify,5
testimony,5
textile,5
textual,5
texture,5
theatrical,5
therapist,5
thereafter,5
thereby,5
thermal,5
thermometer,5
thermos,5
thesaurus,5
thesis,5
thicken,5
thickness,5
thigh,5
thirds,5
thorn,5
thorny,5
threshold,5
thrift,5
thrifty,5
thrill,5
thriller,5
thrive,5
throb,5
throne,5
throng,5
thunderbolt,5
thunderous,5
tile,5
timeless,5
timely,5
timeout,5
timer,5
timing,5
tinkle,5
tint,5
toad,5
toady,5
toddle,5
toddler,5
toil,5
token,5
toll,5
tollbooth,5
tollway,5
tonic,5
tonne,5
topical,5
topping,5
topple,5
torment,5
torrent,5
torture,5
touching,5
touchy,5
tournament,5
township,5
toxic,5
tract,5
tractor,5
trade-in,5
trade-off,5
trailer,5
trainee,5
trait,5
traitor,5
traitorous,5
tramp,5
trample,5
tranquil,5
tranquilize,5
tranquilizer,5
transaction,5
transcend,5
transcendent,5
transcribe,5
transcript,5
transcription,5
transformer,5
transient,5
transistor,5
transit,5
transition,5
transitory,5
transmission,5
transmit,5
transparency,5
transparent,5
trauma,5
traumatic,5
traverse,5
treacherous,5
tread,5
treason,5
treasury,5
trek,5
tremor,5
trench,5
trend,5
trespass,5
tribunal,5
trio,5
triumphant,5
trivial,5
trolley,5
trophy,5
trot,5
truant,5
truce,5
truly,5
trustee,5
tuberculosis,5
tug-of-war,5
tumor,5
tuna,5
turbine,5
turbulent,5
turmoil,5
turnover,5
twilight,5
two-thirds,5
typically,5
tyranny,5
tyrant,5
ulcer,5
ultimate,5
ultimately,5
ultraviolet,5
umpire,5
unacceptable,5
unanimous,5
unbeaten,5
uncertainty,5
unchanged,5
unconditional,5
uncover,5
underestimate,5
undergraduate,5
undermine,5
underneath,5
understandable,5
underway,5
underwrite,5
undo,5
undoubted,5
uneasy,5
unemployed,5
unemployment,5
unfold,5
unidentified,5
unification,5
unify,5
unleash,5
unload,5
unlock,5
unpack,5
unprecedented,5
unrest,5
unusually,5
unveil,5
unwanted,5
up-to-date,5
upbringing,5
update,5
upgrade,5
uphold,5
upright,5
uprising,5
uranium,5
urgency,5
urine,5
usher,5
utilize,5
utmost,5
vaccine,5
vacuum,5
valiant,5
validity,5
valve,5
vanilla,5
vanity,5
variable,5
variation,5
varied,5
vegetation,5
veil,5
velocity,5
vend,5
vent,5
ventilate,5
venue,5
verbal,5
verdict,5
verge,5
verify,5
versatile,5
version,5
versus,5
vertical,5
vet,5
veterinarian,5
veto,5
vibration,5
vicar,5
vice,5
vicinity,5
vicious,5
victimize,5
victor,5
victorious,5
viewpoint,5
villa,5
villager,5
villain,5
vineyard,5
vintage,5
vinyl,5
virtual,5
virtually,5
visa,5
visualize,5
vitality,5
vn,5
vocal,5
vocation,5
vocational,5
vogue,5
void,5
volatile,5
volt,5
voltage,5
vomit,5
voucher,5
vow,5
vulgar,5
vulnerable,5
wade,5
wag,5
wail,5
wallpaper,5
walnut,5
ware,5
warring,5
warrior,5
wartime,5
watertight,5
watt,5
way-out,5
weakness,5
wed,5
wedge,5
wee,5
weird,5
weld,5
welfare,5
well-being,5
wharf,5
whatsoever,5
wheelchair,5
whereabouts,5
whereas,5
whilst,5
whine,5
whirl,5
whisk,5
whiskey,5
whisky,5
wholesale,5
wholesome,5
widow,5
widower,5
wig,5
windshield,5
winger,5
winning,5
withdrawal,5
withhold,5
withstand,5
witty,5
woe,5
woo,5
woodland,5
woodpecker,5
workforce,5
workman,5
worsen,5
worship,5
would-be,5
wreath,5
wrench,5
wrestle,5
wretched,5
wring,5
yacht,5
yarn,5
yearn,5
yeast,5
yen,5
yield,5
yoga,5
yoke,5
yucky,5
zeal,5
zinc,5
zip,5
zoom,5
abstraction,6
accurate,6
acknowledge,6
afterwardafterwards,6
aggregate,6
allocate,6
assign,6
attach,6
attached,6
automobileauto,6
bond,6
brief,6
capable,6
chairwoman,6
cite,6
colacoke,6
discriminate,6
diverse,6
domain,6
edit,6
enhance,6
estate,6
expert,6
expertise,6
explicit,6
farther,6
federal,6
federation,6
fee,6
flexibility,6
flexible,6
fulfillment,6
gender,6
ignorance,6
ignorant,6
incentive,6
incidence,6
incident,6
incorporate,6
index,6
inhibit,6
inhibited,6
initiate,6
input,6
instruct,6
intelligent,6
interval,6
invariably,6
madammaam,6
migrate,6
minimum,6
motivate,6
neutral,6
nevertheless,6
overseas,6
presumably,6
presume,6
recover,6
reveal,6
scope,6
subsidiary,6
subsidy,6
tape,6
tired,6
trace,6
transform,6
transformation,6
transport,6
transportation,6
underlie,6
