word,score,sources,cefr_rank,taiwan_rank,corpus_rank
importance,0.7747,"CEFR,Corpus,Taiwan",4.0,1848,2946
judge,0.7746,"CEFR,Corpus,Taiwan",4.0,2003,2567
northern,0.7746,"CEFR,Corpus,Taiwan",4.0,2423,1530
indeed,0.7745,"CEFR,Corpus,Taiwan",4.0,1872,2895
opportunity,0.7743,"CEFR,Corpus,Taiwan",4.0,2496,1358
dust,0.7742,"CEFR,Corpus,Taiwan",4.0,1199,4566
minister,0.7742,"CEFR,Corpus,Taiwan",4.0,2291,1870
related,0.7741,"CEFR,Corpus,Taiwan",4.0,2928,298
laboratory,0.774,"CEFR,Corpus,Taiwan",4.0,2041,2493
lack,0.7738,"CEFR,Corpus,Taiwan",4.0,2042,2498
operation,0.7737,"CEFR,Corpus,Taiwan",4.0,2492,1389
exciting,0.7735,"CEFR,Corpus,Taiwan",4.0,1365,4180
report,0.7734,"CEFR,Corpus,Taiwan",4.0,2968,224
museum,0.7734,"CEFR,Corpus,Taiwan",4.0,2353,1744
electricity,0.7733,"CEFR,Corpus,Taiwan",4.0,1246,4481
present,0.7731,"CEFR,Corpus,Taiwan",4.0,2736,805
research,0.7731,"CEFR,Corpus,Taiwan",4.0,2985,192
ear,0.7729,"CEFR,Corpus,Taiwan",4.0,1206,4593
magic,0.7725,"CEFR,Corpus,Taiwan",4.0,2178,2205
consult,0.7723,"CEFR,Corpus,Taiwan",4.0,841,5515
butter,0.7722,"CEFR,Corpus,Taiwan",4.0,525,6299
position,0.7722,"CEFR,Corpus,Taiwan",4.0,2702,921
really,0.7722,"CEFR,Corpus,Taiwan",4.0,2884,472
monitor,0.7721,"CEFR,Corpus,Taiwan",4.0,2316,1877
quote,0.7721,"CEFR,Corpus,Taiwan",4.0,2849,561
musical,0.772,"CEFR,Corpus,Taiwan",4.0,2355,1785
question,0.7717,"CEFR,Corpus,Taiwan",4.0,2841,592
emphasis,0.7716,"CEFR,Corpus,Taiwan",4.0,1267,4487
influence,0.7716,"CEFR,Corpus,Taiwan",4.0,1892,2943
highway,0.7715,"CEFR,Corpus,Taiwan",4.0,1770,3246
review,0.7714,"CEFR,Corpus,Taiwan",4.0,3016,171
motion,0.7712,"CEFR,Corpus,Taiwan",4.0,2331,1871
political,0.7711,"CEFR,Corpus,Taiwan",4.0,2691,984
opinion,0.7711,"CEFR,Corpus,Taiwan",4.0,2494,1471
manage,0.771,"CEFR,Corpus,Taiwan",4.0,2193,2217
argue,0.7709,"CEFR,Corpus,Taiwan",4.0,227,7080
minute,0.7707,"CEFR,Corpus,Taiwan",4.0,2293,1981
arise,0.7705,"CEFR,Corpus,Taiwan",4.0,229,7087
hell,0.7701,"CEFR,Corpus,Taiwan",4.0,1751,3340
range,0.77,"CEFR,Corpus,Taiwan",4.0,2859,605
immediate,0.7699,"CEFR,Corpus,Taiwan",4.0,1842,3122
register,0.7698,"CEFR,Corpus,Taiwan",4.0,2918,465
owner,0.7698,"CEFR,Corpus,Taiwan",4.0,2536,1409
put,0.7697,"CEFR,Corpus,Taiwan",4.0,2833,679
practice,0.7694,"CEFR,Corpus,Taiwan",4.0,2725,956
divorce,0.7694,"CEFR,Corpus,Taiwan",4.0,1145,4862
recent,0.7694,"CEFR,Corpus,Taiwan",4.0,2891,548
escape,0.7693,"CEFR,Corpus,Taiwan",4.0,1321,4430
calculation,0.7692,"CEFR,Corpus,Taiwan",4.0,536,6372
nation,0.7692,"CEFR,Corpus,Taiwan",4.0,2367,1849
elsewhere,0.7691,"CEFR,Corpus,Taiwan",4.0,1256,4598
instance,0.769,"CEFR,Corpus,Taiwan",4.0,1917,2965
miss,0.7689,"CEFR,Corpus,Taiwan",4.0,2296,2032
right,0.7688,"CEFR,Corpus,Taiwan",4.0,3025,234
port,0.7688,"CEFR,Corpus,Taiwan",4.0,2701,1035
cookie,0.7688,"CEFR,Corpus,Taiwan",4.0,871,5559
interior,0.7687,"CEFR,Corpus,Taiwan",4.0,1940,2921
anger,0.7685,"CEFR,Corpus,Taiwan",4.0,164,7314
lawyer,0.7685,"CEFR,Corpus,Taiwan",4.0,2062,2625
guard,0.7684,"CEFR,Corpus,Taiwan",4.0,1692,3541
junior,0.7683,"CEFR,Corpus,Taiwan",4.0,2011,2758
governor,0.7683,"CEFR,Corpus,Taiwan",4.0,1661,3623
naked,0.7681,"CEFR,Corpus,Taiwan",4.0,2363,1895
reply,0.7681,"CEFR,Corpus,Taiwan",4.0,2967,403
exhibition,0.768,"CEFR,Corpus,Taiwan",4.0,1371,4350
ink,0.7679,"CEFR,Corpus,Taiwan",4.0,1905,3033
radio,0.7679,"CEFR,Corpus,Taiwan",4.0,2852,693
search,0.7679,"CEFR,Corpus,Taiwan",4.0,3116,41
production,0.7677,"CEFR,Corpus,Taiwan",4.0,2777,884
celebration,0.7677,"CEFR,Corpus,Taiwan",4.0,608,6245
drum,0.7677,"CEFR,Corpus,Taiwan",4.0,1190,4807
alter,0.7676,"CEFR,Corpus,Taiwan",4.0,136,7413
motor,0.7673,"CEFR,Corpus,Taiwan",4.0,2332,1999
lady,0.7672,"CEFR,Corpus,Taiwan",4.0,2043,2715
otherwise,0.7671,"CEFR,Corpus,Taiwan",4.0,2518,1545
existence,0.7671,"CEFR,Corpus,Taiwan",4.0,1373,4375
physical,0.7669,"CEFR,Corpus,Taiwan",4.0,2633,1269
outdoor,0.7667,"CEFR,Corpus,Taiwan",4.0,2524,1542
perfect,0.7666,"CEFR,Corpus,Taiwan",4.0,2601,1356
familiar,0.7664,"CEFR,Corpus,Taiwan",4.0,1428,4263
matching,0.7663,"CEFR,Corpus,Taiwan",4.0,2219,2311
see,0.7662,"CEFR,Corpus,Taiwan",4.0,3130,64
indicate,0.7661,"CEFR,Corpus,Taiwan",4.0,1878,3159
return,0.7661,"CEFR,Corpus,Taiwan",4.0,3012,357
hate,0.7661,"CEFR,Corpus,Taiwan",4.0,1730,3527
husband,0.766,"CEFR,Corpus,Taiwan",4.0,1822,3301
entirely,0.766,"CEFR,Corpus,Taiwan",4.0,1309,4569
officer,0.7659,"CEFR,Corpus,Taiwan",4.0,2473,1697
ease,0.7658,"CEFR,Corpus,Taiwan",4.0,1210,4819
maintain,0.7656,"CEFR,Corpus,Taiwan",4.0,2183,2422
mental,0.7653,"CEFR,Corpus,Taiwan",4.0,2254,2256
cheat,0.7653,"CEFR,Corpus,Taiwan",4.0,646,6230
instruction,0.7653,"CEFR,Corpus,Taiwan",4.0,1923,3075
protection,0.7648,"CEFR,Corpus,Taiwan",4.0,2804,914
pack,0.7647,"CEFR,Corpus,Taiwan",4.0,2540,1570
cry,0.7646,"CEFR,Corpus,Taiwan",4.0,939,5529
reference,0.7646,"CEFR,Corpus,Taiwan",4.0,2908,666
pass,0.7644,"CEFR,Corpus,Taiwan",4.0,2575,1493
fellow,0.764,"CEFR,Corpus,Taiwan",4.0,1467,4245
printer,0.7637,"CEFR,Corpus,Taiwan",4.0,2758,1066
release,0.7636,"CEFR,Corpus,Taiwan",4.0,2937,625
destruction,0.7635,"CEFR,Corpus,Taiwan",4.0,1061,5264
institution,0.7633,"CEFR,Corpus,Taiwan",4.0,1921,3146
forever,0.7633,"CEFR,Corpus,Taiwan",4.0,1541,4085
police,0.7632,"CEFR,Corpus,Taiwan",4.0,2685,1262
same,0.7632,"CEFR,Corpus,Taiwan",4.0,3079,289
explanation,0.7631,"CEFR,Corpus,Taiwan",4.0,1387,4474
assure,0.763,"CEFR,Corpus,Taiwan",4.0,272,7231
crowd,0.763,"CEFR,Corpus,Taiwan",4.0,933,5598
service,0.7629,"CEFR,Corpus,Taiwan",4.0,3161,97
partner,0.7628,"CEFR,Corpus,Taiwan",4.0,2571,1557
barrier,0.7626,"CEFR,Corpus,Taiwan",4.0,339,7079
expense,0.7625,"CEFR,Corpus,Taiwan",4.0,1380,4510
missing,0.7624,"CEFR,Corpus,Taiwan",4.0,2297,2246
coin,0.7623,"CEFR,Corpus,Taiwan",4.0,727,6131
allied,0.7622,"CEFR,Corpus,Taiwan",4.0,119,7637
departure,0.7621,"CEFR,Corpus,Taiwan",4.0,1036,5374
purchase,0.7621,"CEFR,Corpus,Taiwan",4.0,2826,952
potential,0.762,"CEFR,Corpus,Taiwan",4.0,2716,1224
room,0.7618,"CEFR,Corpus,Taiwan",4.0,3039,433
record,0.7618,"CEFR,Corpus,Taiwan",4.0,2898,782
fifth,0.7618,"CEFR,Corpus,Taiwan",4.0,1478,4292
crop,0.7617,"CEFR,Corpus,Taiwan",4.0,930,5648
reading,0.7616,"CEFR,Corpus,Taiwan",4.0,2878,839
enemy,0.7615,"CEFR,Corpus,Taiwan",4.0,1283,4784
quick,0.7613,"CEFR,Corpus,Taiwan",4.0,2843,934
generate,0.7613,"CEFR,Corpus,Taiwan",4.0,1617,3965
myself,0.7613,"CEFR,Corpus,Taiwan",4.0,2359,2132
population,0.7611,"CEFR,Corpus,Taiwan",4.0,2699,1297
mount,0.761,"CEFR,Corpus,Taiwan",4.0,2333,2206
moment,0.761,"CEFR,Corpus,Taiwan",4.0,2312,2258
everybody,0.7608,"CEFR,Corpus,Taiwan",4.0,1344,4657
customs,0.7606,"CEFR,Corpus,Taiwan",4.0,961,5609
extend,0.7606,"CEFR,Corpus,Taiwan",4.0,1397,4532
region,0.7605,"CEFR,Corpus,Taiwan",4.0,2916,780
request,0.7605,"CEFR,Corpus,Taiwan",4.0,2978,627
photography,0.7602,"CEFR,Corpus,Taiwan",4.0,2629,1500
heaven,0.7601,"CEFR,Corpus,Taiwan",4.0,1745,3687
layer,0.7601,"CEFR,Corpus,Taiwan",4.0,2064,2899
aggressive,0.7601,"CEFR,Corpus,Taiwan",4.0,101,7750
send,0.76,"CEFR,Corpus,Taiwan",4.0,3145,233
considerable,0.7599,"CEFR,Corpus,Taiwan",4.0,831,5953
difficulty,0.7599,"CEFR,Corpus,Taiwan",4.0,1091,5311
set,0.7599,"CEFR,Corpus,Taiwan",4.0,3164,189
measure,0.7598,"CEFR,Corpus,Taiwan",4.0,2237,2483
section,0.7597,"CEFR,Corpus,Taiwan",4.0,3125,293
nor,0.7596,"CEFR,Corpus,Taiwan",4.0,2419,2039
sale,0.7594,"CEFR,Corpus,Taiwan",4.0,3075,425
sex,0.7593,"CEFR,Corpus,Taiwan",4.0,3175,182
security,0.7592,"CEFR,Corpus,Taiwan",4.0,3129,299
save,0.759,"CEFR,Corpus,Taiwan",4.0,3090,400
result,0.7589,"CEFR,Corpus,Taiwan",4.0,3007,611
experiment,0.7588,"CEFR,Corpus,Taiwan",4.0,1384,4622
receive,0.7587,"CEFR,Corpus,Taiwan",4.0,2889,909
primary,0.7587,"CEFR,Corpus,Taiwan",4.0,2754,1243
cloth,0.7586,"CEFR,Corpus,Taiwan",4.0,716,6280
constantly,0.7586,"CEFR,Corpus,Taiwan",4.0,838,5979
gate,0.7586,"CEFR,Corpus,Taiwan",4.0,1611,4069
bubble,0.7586,"CEFR,Corpus,Taiwan",4.0,503,6808
she,0.7585,"CEFR,Corpus,Taiwan",4.0,3190,170
marriage,0.7585,"CEFR,Corpus,Taiwan",4.0,2210,2594
arrange,0.7584,"CEFR,Corpus,Taiwan",4.0,235,7475
criticism,0.7583,"CEFR,Corpus,Taiwan",4.0,928,5766
movement,0.758,"CEFR,Corpus,Taiwan",4.0,2338,2293
bicycle,0.7579,"CEFR,Corpus,Taiwan",4.0,400,7084
curve,0.7578,"CEFR,Corpus,Taiwan",4.0,956,5714
should,0.7578,"CEFR,Corpus,Taiwan",4.0,3215,134
road,0.7576,"CEFR,Corpus,Taiwan",4.0,3032,590
gap,0.7576,"CEFR,Corpus,Taiwan",4.0,1606,4114
artistic,0.7574,"CEFR,Corpus,Taiwan",4.0,248,7476
illegal,0.7574,"CEFR,Corpus,Taiwan",4.0,1835,3556
married,0.7574,"CEFR,Corpus,Taiwan",4.0,2211,2627
parent,0.7573,"CEFR,Corpus,Taiwan",4.0,2559,1771
site,0.7573,"CEFR,Corpus,Taiwan",4.0,3255,52
kill,0.7572,"CEFR,Corpus,Taiwan",4.0,2024,3096
decline,0.7571,"CEFR,Corpus,Taiwan",4.0,1006,5615
grey,0.757,"CEFR,Corpus,Taiwan",4.0,1685,3939
prior,0.7569,"CEFR,Corpus,Taiwan",4.0,2759,1289
arrest,0.7568,"CEFR,Corpus,Taiwan",4.0,237,7523
science,0.7568,"CEFR,Corpus,Taiwan",4.0,3104,440
plant,0.7565,"CEFR,Corpus,Taiwan",4.0,2660,1549
peace,0.7564,"CEFR,Corpus,Taiwan",4.0,2592,1720
actress,0.7561,"CEFR,Corpus,Taiwan",4.0,51,8008
say,0.7559,"CEFR,Corpus,Taiwan",4.0,3093,496
mix,0.7559,"CEFR,Corpus,Taiwan",4.0,2300,2456
cottage,0.7559,"CEFR,Corpus,Taiwan",4.0,886,5951
ceremony,0.7559,"CEFR,Corpus,Taiwan",4.0,618,6614
decade,0.7559,"CEFR,Corpus,Taiwan",4.0,999,5673
positive,0.7557,"CEFR,Corpus,Taiwan",4.0,2703,1467
garage,0.7556,"CEFR,Corpus,Taiwan",4.0,1607,4179
probably,0.7556,"CEFR,Corpus,Taiwan",4.0,2766,1317
mouse,0.7556,"CEFR,Corpus,Taiwan",4.0,2335,2382
initiative,0.7555,"CEFR,Corpus,Taiwan",4.0,1901,3455
emotional,0.7555,"CEFR,Corpus,Taiwan",4.0,1265,5027
implement,0.7555,"CEFR,Corpus,Taiwan",4.0,1845,3594
path,0.755,"CEFR,Corpus,Taiwan",4.0,2582,1790
giant,0.755,"CEFR,Corpus,Taiwan",4.0,1631,4140
rather,0.7546,"CEFR,Corpus,Taiwan",4.0,2869,1094
pop,0.7545,"CEFR,Corpus,Taiwan",4.0,2697,1523
celebrate,0.7544,"CEFR,Corpus,Taiwan",4.0,607,6691
majority,0.7543,"CEFR,Corpus,Taiwan",4.0,2186,2791
second,0.7542,"CEFR,Corpus,Taiwan",4.0,3121,486
egg,0.7542,"CEFR,Corpus,Taiwan",4.0,1232,5154
select,0.754,"CEFR,Corpus,Taiwan",4.0,3136,453
so,0.7539,"CEFR,Corpus,Taiwan",4.0,3294,66
resource,0.7539,"CEFR,Corpus,Taiwan",4.0,2996,804
politics,0.7538,"CEFR,Corpus,Taiwan",4.0,2693,1556
pool,0.7537,"CEFR,Corpus,Taiwan",4.0,2695,1554
show,0.7535,"CEFR,Corpus,Taiwan",4.0,3218,268
pain,0.7532,"CEFR,Corpus,Taiwan",4.0,2546,1938
run,0.7532,"CEFR,Corpus,Taiwan",4.0,3059,672
blame,0.7531,"CEFR,Corpus,Taiwan",4.0,418,7199
manner,0.7531,"CEFR,Corpus,Taiwan",4.0,2196,2807
regional,0.7528,"CEFR,Corpus,Taiwan",4.0,2917,1037
purpose,0.7527,"CEFR,Corpus,Taiwan",4.0,2828,1258
shall,0.7527,"CEFR,Corpus,Taiwan",4.0,3181,386
discipline,0.7526,"CEFR,Corpus,Taiwan",4.0,1117,5491
attract,0.7523,"CEFR,Corpus,Taiwan",4.0,286,7554
sign,0.7522,"CEFR,Corpus,Taiwan",4.0,3231,280
some,0.7521,"CEFR,Corpus,Taiwan",4.0,3309,92
remember,0.752,"CEFR,Corpus,Taiwan",4.0,2951,979
fairly,0.7519,"CEFR,Corpus,Taiwan",4.0,1421,4762
shop,0.7519,"CEFR,Corpus,Taiwan",4.0,3210,343
meaning,0.7516,"CEFR,Corpus,Taiwan",4.0,2234,2764
particularly,0.7515,"CEFR,Corpus,Taiwan",4.0,2568,1940
september,0.7514,"CEFR,Corpus,Taiwan",4.0,3155,494
shopping,0.7513,"CEFR,Corpus,Taiwan",4.0,3211,360
safety,0.7511,"CEFR,Corpus,Taiwan",4.0,3070,714
patient,0.7511,"CEFR,Corpus,Taiwan",4.0,2583,1919
launch,0.7505,"CEFR,Corpus,Taiwan",4.0,2059,3232
sell,0.7504,"CEFR,Corpus,Taiwan",4.0,3140,564
rock,0.7501,"CEFR,Corpus,Taiwan",4.0,3034,836
minor,0.75,"CEFR,Corpus,Taiwan",4.0,2292,2673
orange,0.7495,"CEFR,Corpus,Taiwan",4.0,2505,2164
since,0.7494,"CEFR,Corpus,Taiwan",4.0,3245,340
risk,0.7492,"CEFR,Corpus,Taiwan",4.0,3030,876
fundamental,0.7492,"CEFR,Corpus,Taiwan",4.0,1593,4428
perhaps,0.7491,"CEFR,Corpus,Taiwan",4.0,2606,1926
providing,0.749,"CEFR,Corpus,Taiwan",4.0,2813,1418
response,0.749,"CEFR,Corpus,Taiwan",4.0,3001,955
poor,0.7489,"CEFR,Corpus,Taiwan",4.0,2696,1711
reason,0.7489,"CEFR,Corpus,Taiwan",4.0,2885,1246
piece,0.7488,"CEFR,Corpus,Taiwan",4.0,2641,1852
pretty,0.7487,"CEFR,Corpus,Taiwan",4.0,2745,1597
nearly,0.7486,"CEFR,Corpus,Taiwan",4.0,2376,2512
pressure,0.7486,"CEFR,Corpus,Taiwan",4.0,2742,1608
mom,0.7484,"CEFR,Corpus,Taiwan",4.0,2311,2679
attempted,0.7482,"CEFR,Corpus,Taiwan",4.0,280,7705
nuclear,0.7481,"CEFR,Corpus,Taiwan",4.0,2436,2380
size,0.7481,"CEFR,Corpus,Taiwan",4.0,3263,337
heating,0.7481,"CEFR,Corpus,Taiwan",4.0,1744,4092
ready,0.7479,"CEFR,Corpus,Taiwan",4.0,2879,1292
examine,0.7477,"CEFR,Corpus,Taiwan",4.0,1356,5064
bacteria,0.7476,"CEFR,Corpus,Taiwan",4.0,324,7615
hundred,0.7476,"CEFR,Corpus,Taiwan",4.0,1817,3926
mine,0.7475,"CEFR,Corpus,Taiwan",4.0,2287,2768
quite,0.7473,"CEFR,Corpus,Taiwan",4.0,2848,1391
brick,0.7472,"CEFR,Corpus,Taiwan",4.0,480,7244
kid,0.7472,"CEFR,Corpus,Taiwan",4.0,2022,3435
instrument,0.7469,"CEFR,Corpus,Taiwan",4.0,1925,3682
accurately,0.7468,"CEFR,Corpus,Taiwan",4.0,34,8360
entrance,0.7467,"CEFR,Corpus,Taiwan",4.0,1311,5207
publication,0.7466,"CEFR,Corpus,Taiwan",4.0,2816,1492
self,0.7465,"CEFR,Corpus,Taiwan",4.0,3139,697
facing,0.7465,"CEFR,Corpus,Taiwan",4.0,1411,4968
recently,0.7462,"CEFR,Corpus,Taiwan",4.0,2892,1316
small,0.7462,"CEFR,Corpus,Taiwan",4.0,3283,350
phase,0.7462,"CEFR,Corpus,Taiwan",4.0,2619,1993
state,0.746,"CEFR,Corpus,Taiwan",4.0,3383,111
permission,0.746,"CEFR,Corpus,Taiwan",4.0,2609,2024
logic,0.7458,"CEFR,Corpus,Taiwan",4.0,2136,3198
engaged,0.7458,"CEFR,Corpus,Taiwan",4.0,1286,5300
cure,0.7457,"CEFR,Corpus,Taiwan",4.0,946,6143
lose,0.7457,"CEFR,Corpus,Taiwan",4.0,2150,3169
compete,0.7456,"CEFR,Corpus,Taiwan",4.0,781,6554
acknowledge,0.7453,"CEFR,Corpus,Taiwan",4.0,39,8397
negative,0.7452,"CEFR,Corpus,Taiwan",4.0,2385,2605
pink,0.7451,"CEFR,Corpus,Taiwan",4.0,2647,1961
river,0.7446,"CEFR,Corpus,Taiwan",4.0,3031,1027
south,0.7446,"CEFR,Corpus,Taiwan",4.0,3331,286
regular,0.7445,"CEFR,Corpus,Taiwan",4.0,2922,1299
special,0.7444,"CEFR,Corpus,Taiwan",4.0,3339,273
side,0.7442,"CEFR,Corpus,Taiwan",4.0,3229,551
share,0.7441,"CEFR,Corpus,Taiwan",4.0,3186,660
moon,0.7439,"CEFR,Corpus,Taiwan",4.0,2322,2801
crucial,0.7435,"CEFR,Corpus,Taiwan",4.0,936,6242
keyboard,0.7432,"CEFR,Corpus,Taiwan",4.0,2019,3574
ocean,0.7431,"CEFR,Corpus,Taiwan",4.0,2458,2494
flood,0.743,"CEFR,Corpus,Taiwan",4.0,1519,4817
several,0.7429,"CEFR,Corpus,Taiwan",4.0,3170,739
abandoned,0.7427,"CEFR,Corpus,Taiwan",4.0,2,8576
approximate,0.7425,"CEFR,Corpus,Taiwan",4.0,217,8049
mathematics,0.7424,"CEFR,Corpus,Taiwan",4.0,2223,3097
role,0.7423,"CEFR,Corpus,Taiwan",4.0,3035,1093
finger,0.7419,"CEFR,Corpus,Taiwan",4.0,1497,4908
single,0.7418,"CEFR,Corpus,Taiwan",4.0,3250,578
pick,0.7417,"CEFR,Corpus,Taiwan",4.0,2637,2096
progress,0.7416,"CEFR,Corpus,Taiwan",4.0,2788,1728
honor,0.7415,"CEFR,Corpus,Taiwan",4.0,1792,4193
fault,0.7414,"CEFR,Corpus,Taiwan",4.0,1448,5045
race,0.7413,"CEFR,Corpus,Taiwan",4.0,2851,1581
depend,0.741,"CEFR,Corpus,Taiwan",4.0,1037,6073
obtain,0.741,"CEFR,Corpus,Taiwan",4.0,2449,2584
imagine,0.7409,"CEFR,Corpus,Taiwan",4.0,1841,4090
source,0.7408,"CEFR,Corpus,Taiwan",4.0,3329,419
store,0.7408,"CEFR,Corpus,Taiwan",4.0,3410,219
parking,0.7404,"CEFR,Corpus,Taiwan",4.0,2563,2324
responsible,0.7404,"CEFR,Corpus,Taiwan",4.0,3003,1237
running,0.7401,"CEFR,Corpus,Taiwan",4.0,3061,1103
breed,0.7401,"CEFR,Corpus,Taiwan",4.0,479,7484
mostly,0.7401,"CEFR,Corpus,Taiwan",4.0,2329,2913
similar,0.74,"CEFR,Corpus,Taiwan",4.0,3241,661
short,0.7396,"CEFR,Corpus,Taiwan",4.0,3212,746
pocket,0.7396,"CEFR,Corpus,Taiwan",4.0,2675,2073
lock,0.7396,"CEFR,Corpus,Taiwan",4.0,2134,3411
beneath,0.7392,"CEFR,Corpus,Taiwan",4.0,388,7737
such,0.7392,"CEFR,Corpus,Taiwan",4.0,3461,144
horror,0.7391,"CEFR,Corpus,Taiwan",4.0,1797,4260
social,0.739,"CEFR,Corpus,Taiwan",4.0,3296,558
platform,0.7387,"CEFR,Corpus,Taiwan",4.0,2663,2134
mixed,0.7385,"CEFR,Corpus,Taiwan",4.0,2301,3036
journey,0.7383,"CEFR,Corpus,Taiwan",4.0,2001,3782
glad,0.7383,"CEFR,Corpus,Taiwan",4.0,1641,4672
origin,0.7383,"CEFR,Corpus,Taiwan",4.0,2513,2518
calm,0.738,"CEFR,Corpus,Taiwan",4.0,546,7387
reader,0.7379,"CEFR,Corpus,Taiwan",4.0,2877,1632
screen,0.7379,"CEFR,Corpus,Taiwan",4.0,3113,1049
nearby,0.7378,"CEFR,Corpus,Taiwan",4.0,2375,2874
pattern,0.7378,"CEFR,Corpus,Taiwan",4.0,2585,2357
liquid,0.7376,"CEFR,Corpus,Taiwan",4.0,2112,3533
essay,0.7373,"CEFR,Corpus,Taiwan",4.0,1323,5490
support,0.7373,"CEFR,Corpus,Taiwan",4.0,3485,148
season,0.7372,"CEFR,Corpus,Taiwan",4.0,3118,1060
inner,0.7369,"CEFR,Corpus,Taiwan",4.0,1907,4062
something,0.7368,"CEFR,Corpus,Taiwan",4.0,3313,589
sample,0.7368,"CEFR,Corpus,Taiwan",4.0,3080,1165
subject,0.7368,"CEFR,Corpus,Taiwan",4.0,3447,259
still,0.7362,"CEFR,Corpus,Taiwan",4.0,3402,390
system,0.7358,"CEFR,Corpus,Taiwan",4.0,3511,136
start,0.7356,"CEFR,Corpus,Taiwan",4.0,3377,474
selection,0.7352,"CEFR,Corpus,Taiwan",4.0,3138,1076
newspaper,0.7352,"CEFR,Corpus,Taiwan",4.0,2402,2896
round,0.7351,"CEFR,Corpus,Taiwan",4.0,3045,1309
staff,0.7351,"CEFR,Corpus,Taiwan",4.0,3368,511
landscape,0.735,"CEFR,Corpus,Taiwan",4.0,2047,3779
score,0.7349,"CEFR,Corpus,Taiwan",4.0,3109,1158
the,0.7348,"CEFR,Corpus,Taiwan",4.0,3578,1
plastic,0.7347,"CEFR,Corpus,Taiwan",4.0,2661,2272
stock,0.7347,"CEFR,Corpus,Taiwan",4.0,3405,434
regarding,0.7347,"CEFR,Corpus,Taiwan",4.0,2915,1645
that,0.7346,"CEFR,Corpus,Taiwan",4.0,3577,10
ill,0.7346,"CEFR,Corpus,Taiwan",4.0,1834,4320
collapse,0.7344,"CEFR,Corpus,Taiwan",4.0,730,7052
nine,0.7344,"CEFR,Corpus,Taiwan",4.0,2407,2910
society,0.7343,"CEFR,Corpus,Taiwan",4.0,3298,711
standard,0.7342,"CEFR,Corpus,Taiwan",4.0,3373,530
safe,0.734,"CEFR,Corpus,Taiwan",4.0,3069,1286
professor,0.7339,"CEFR,Corpus,Taiwan",4.0,2781,2001
space,0.7338,"CEFR,Corpus,Taiwan",4.0,3333,642
destroy,0.7335,"CEFR,Corpus,Taiwan",4.0,1060,6266
drunk,0.7333,"CEFR,Corpus,Taiwan",4.0,1191,5952
confused,0.7331,"CEFR,Corpus,Taiwan",4.0,818,6878
require,0.7331,"CEFR,Corpus,Taiwan",4.0,2979,1539
their,0.733,"CEFR,Corpus,Taiwan",4.0,3580,58
responsibility,0.733,"CEFR,Corpus,Taiwan",4.0,3002,1487
hence,0.7329,"CEFR,Corpus,Taiwan",4.0,1756,4567
accent,0.7327,"CEFR,Corpus,Taiwan",4.0,16,8873
schedule,0.7327,"CEFR,Corpus,Taiwan",4.0,3100,1255
this,0.7324,"CEFR,Corpus,Taiwan",4.0,3606,12
meter,0.7324,"CEFR,Corpus,Taiwan",4.0,2264,3329
presentation,0.7324,"CEFR,Corpus,Taiwan",4.0,2737,2161
there,0.7323,"CEFR,Corpus,Taiwan",4.0,3587,63
they,0.7323,"CEFR,Corpus,Taiwan",4.0,3592,51
than,0.7322,"CEFR,Corpus,Taiwan",4.0,3574,99
take,0.732,"CEFR,Corpus,Taiwan",4.0,3517,246
bullet,0.732,"CEFR,Corpus,Taiwan",4.0,509,7679
remote,0.732,"CEFR,Corpus,Taiwan",4.0,2954,1639
lunch,0.7319,"CEFR,Corpus,Taiwan",4.0,2168,3584
rent,0.7318,"CEFR,Corpus,Taiwan",4.0,2957,1637
simple,0.7317,"CEFR,Corpus,Taiwan",4.0,3243,933
prevent,0.7315,"CEFR,Corpus,Taiwan",4.0,2747,2167
remove,0.7314,"CEFR,Corpus,Taiwan",4.0,2956,1651
relationship,0.7314,"CEFR,Corpus,Taiwan",4.0,2931,1715
originally,0.7313,"CEFR,Corpus,Taiwan",4.0,2515,2744
these,0.7313,"CEFR,Corpus,Taiwan",4.0,3589,93
rule,0.7311,"CEFR,Corpus,Taiwan",4.0,3055,1419
rest,0.731,"CEFR,Corpus,Taiwan",4.0,3004,1547
status,0.7308,"CEFR,Corpus,Taiwan",4.0,3389,602
star,0.7307,"CEFR,Corpus,Taiwan",4.0,3375,639
street,0.7307,"CEFR,Corpus,Taiwan",4.0,3422,523
repair,0.7306,"CEFR,Corpus,Taiwan",4.0,2961,1666
them,0.7306,"CEFR,Corpus,Taiwan",4.0,3582,133
complicated,0.7304,"CEFR,Corpus,Taiwan",4.0,791,7037
specific,0.7303,"CEFR,Corpus,Taiwan",4.0,3341,738
ring,0.7302,"CEFR,Corpus,Taiwan",4.0,3027,1517
story,0.7301,"CEFR,Corpus,Taiwan",4.0,3414,563
jacket,0.7299,"CEFR,Corpus,Taiwan",4.0,1977,4122
everywhere,0.7298,"CEFR,Corpus,Taiwan",4.0,1347,5681
then,0.7298,"CEFR,Corpus,Taiwan",4.0,3585,153
geography,0.7297,"CEFR,Corpus,Taiwan",4.0,1623,5002
study,0.7297,"CEFR,Corpus,Taiwan",4.0,3442,508
breakdown,0.7296,"CEFR,Corpus,Taiwan",4.0,466,7864
sea,0.7296,"CEFR,Corpus,Taiwan",4.0,3115,1320
